Title: Damon, oder die wahre Freundschaft
Number of all tokens: 2832
Nummber of different tokens: 1316

Token	Frequency
versteh	49
Leander	47
Damon	42
Freund	37
wohl	35
würde	33
Versteh	30
Freundschaft	27
Herr	20
Frau	20
weiß	20
Vetter	19
gewesen	19
Liebe	18
alles	17
werde	15
gewiß	15
andern	14
ha	14
Himmel	14
sagen	13
Ehre	13
Unglück	12
Ach	12
gut	11
Vermögen	11
Gott	11
wenig	11
Schiff	11
meiner	11
Lisette	11
Freunde	10
eben	10
wahr	10
sei	10
genug	10
Recht	9
hätten	9
Herz	9
itzo	9
gegeben	9
bekommen	9
kömmt	9
bald	9
glücklich	8
alsdenn	8
liebster	8
Nachricht	8
Leandern	8
gar	8
Zeit	8
Ihrem	7
gern	7
Reden	7
Witwe	7
glauben	7
beiden	7
Vergnügen	7
sehen	7
verzeihen	7
erst	7
unglücklich	7
zwei	7
Ha	7
lieber	7
Madam	6
Freundes	6
würden	6
Handel	6
Neigung	6
reden	6
Gedanken	6
gesagt	6
Absichten	6
wollte	6
Art	6
meines	6
vielleicht	6
fein	6
lieben	6
empfindlich	5
Leben	5
heiraten	5
hören	5
glücklichsten	5
selber	5
Wort	5
gehabt	5
Ursache	5
Glück	5
verloren	5
sonst	5
beleidiget	5
recht	5
getan	5
verstehe	5
Welt	5
niederträchtig	4
Eure	4
sage	4
Freier	4
aufs	4
erklären	4
Person	4
mirs	4
kenne	4
Beleidigungen	4
niemand	4
Leanders	4
zeigen	4
warten	4
mag	4
nehmen	4
danken	4
Pflicht	4
antworten	4
finden	4
untergegangen	4
einander	4
Vielleicht	4
sehe	4
schwach	4
setzen	4
sehn	4
verdrießlich	4
suchen	4
andermal	4
verziehen	4
jungen	4
verlassen	4
Schande	4
Reichtum	4
nie	4
dächte	4
Nebenbuhler	4
besser	4
redet	4
Geld	4
ach	4
bitte	4
Hand	4
helfen	4
leicht	4
Goldes	4
Herrn	4
wollten	4
gesetzt	4
heute	3
wären	3
andre	3
Hälfte	3
deswegen	3
glücklichste	3
übel	3
gestehen	3
Liebhaber	3
verliere	3
Verzeihung	3
denkt	3
Unglücke	3
Seele	3
ersten	3
Wohl	3
Hui	3
St	3
zuwider	3
großmütig	3
Ihres	3
zärtlichen	3
Vorschlag	3
Probe	3
Frage	3
entreißen	3
Verstehn	3
Sachen	3
erhalten	3
Himmels	3
Scham	3
großmütigen	3
läßt	3
behalten	3
einerlei	3
Paar	3
Aufführung	3
Erben	3
beider	3
umsonst	3
ihrem	3
vollkommen	3
süße	3
Rede	3
geht	3
aufrichtig	3
Augen	3
ichs	3
angenehm	3
Überlegen	3
klein	3
anfangen	3
ganzes	3
keinen	3
Gesetzt	3
Dank	3
zweifeln	3
allezeit	3
Glücke	3
dadurch	3
wider	3
Verdruß	3
gleichviel	3
Entschluß	3
verbunden	3
Madame	3
glaube	3
Untreue	3
einzige	3
Zweifeln	3
weg	3
auszuüben	3
bereden	3
wissen	3
Gelegenheit	3
verstehn	3
dasjenige	3
allzu	3
endlich	3
guten	3
vorkommen	3
munter	3
beleidigt	3
Augenblick	3
Vermögens	3
etwan	3
notwendig	3
Gut	2
gesteh	2
verlieren	2
könnt	2
Sprache	2
reizender	2
voraus	2
vertraue	2
wohin	2
billig	2
unsrer	2
Wahl	2
erfahren	2
hoffe	2
sieht	2
Eidschwur	2
wenigstens	2
möglichstes	2
versuchen	2
annehmen	2
Gesichte	2
Verstand	2
Gütigkeit	2
unterschieden	2
lustig	2
besitzen	2
gewissenhaft	2
Lebens	2
liebte	2
Grillenfänger	2
besten	2
sachte	2
wertester	2
Fünfmal	2
zweifle	2
edel	2
Ausschlag	2
Güter	2
unmöglich	2
zugleich	2
Würde	2
schmeicheln	2
Gegenstand	2
größte	2
höre	2
deutlich	2
teils	2
Verdacht	2
kein	2
Mutter	2
betrügen	2
Sturme	2
denken	2
groß	2
böse	2
Schiffe	2
vergelte	2
verlasse	2
halb	2
versichre	2
suchten	2
Rat	2
itzt	2
unbekannt	2
befürchte	2
vergessen	2
Irrung	2
geworden	2
weniger	2
Ei	2
desgleichen	2
Henker	2
gedenken	2
Leichtsinnigkeit	2
Banqueroute	2
raten	2
Närrin	2
Ihrige	2
angetroffen	2
tue	2
meinige	2
empfinde	2
fünf	2
einbilden	2
aufrichtige	2
Erklären	2
hatten	2
Einfall	2
Herzen	2
anzufangen	2
überlassen	2
Mode	2
edler	2
Liebsten	2
Weg	2
Hören	2
verliert	2
Mache	2
ungegründeten	2
bekümmert	2
Händen	2
Großmut	2
Sanftmut	2
leugnen	2
vergnügt	2
etwa	2
sagt	2
Zweifel	2
gefallen	2
trauen	2
Denkt	2
gefällt	2
unsre	2
Spöttereien	2
weiter	2
klug	2
stumme	2
niemanden	2
begangen	2
Reichtümer	2
größten	2
Tausch	2
Geschenk	2
bestürzt	2
Schaden	2
Höre	2
Wahrheit	2
verlöre	2
Tage	2
länger	2
denjenigen	2
Testamente	2
beleidigen	2
eitle	2
Handlung	2
bewußten	2
